hanzairitu,teijyu_chiiki,syogyo_wariai,kawa_dummy,taiki_osen,heyazu,furuya_wariai,eki_toho_min,kousoku_akusesu,koteishizan_zei,gakkyu_ninzu,ryokuchi_wariai,teishotoku_wariai,bukken_kakaku_manen
0.05644,40.0,6.41,1,0.447,6.758,32.9,10.2,4,254,17.6,99.2,3.53,4860
0.09604,40.0,6.41,0,0.447,6.854,42.8,10.7,4,254,17.6,99.2,2.98,4800
0.10469,40.0,6.41,1,0.447,7.267,49.0,12.0,4,254,17.6,97.3,6.05,4980
0.06127,40.0,6.41,1,0.447,6.826,27.6,12.2,4,254,17.6,98.4,4.16,4965
0.07978,40.0,6.41,0,0.447,6.482,32.1,10.4,4,254,17.6,99.2,7.19,4365
0.21038,20.0,3.33,0,0.4429,6.812,32.2,10.3,5,216,14.9,99.2,4.85,5265
0.03578,20.0,3.33,0,0.4429,7.82,64.5,11.7,5,216,14.9,96.8,3.76,6810
0.03705,20.0,3.33,0,0.4429,6.968,37.2,13.1,5,216,14.9,98.1,4.59,5310
0.06129,20.0,3.33,1,0.4429,7.645,49.7,13.0,5,216,14.9,94.3,3.01,6900
0.01501,90.0,1.21,1,0.401,7.923,24.8,14.7,1,198,13.6,98.9,3.16,7500
0.00906,90.0,2.97,0,0.4,7.088,20.8,18.3,1,285,15.3,98.7,7.85,4830
0.01096,55.0,2.25,0,0.389,6.453,31.9,18.3,1,300,15.3,98.7,8.23,3300
0.01965,80.0,1.76,0,0.385,6.23,31.5,22.7,1,241,18.2,85.4,12.93,3015
0.03871,52.5,5.32,0,0.405,6.209,31.3,18.3,6,293,16.6,99.2,7.14,3480
0.0459,52.5,5.32,0,0.405,6.315,45.6,18.3,6,293,16.6,99.2,7.6,3345
0.04297,52.5,5.32,0,0.405,6.565,22.9,18.3,6,293,16.6,92.9,9.51,3720
0.03502,80.0,4.95,0,0.411,6.861,27.9,12.8,4,245,19.2,99.2,3.33,4275
0.07886,80.0,4.95,0,0.411,7.148,27.7,12.8,4,245,19.2,99.2,3.56,5595
0.03615,80.0,4.95,0,0.411,6.63,23.4,12.8,4,245,19.2,99.2,4.7,4185
0.08265,0.0,13.92,0,0.437,6.127,18.4,13.8,4,289,16.0,99.2,8.58,3585
0.08199,0.0,13.92,0,0.437,6.009,42.3,13.8,4,289,16.0,99.2,10.4,3255
0.12932,0.0,13.92,0,0.437,6.678,31.1,14.9,4,289,16.0,99.2,6.27,4290
0.05372,0.0,13.92,0,0.437,6.549,51.0,14.9,4,289,16.0,98.2,7.39,4065
0.14103,0.0,13.92,0,0.437,5.79,58.0,15.8,4,289,16.0,99.2,15.84,3045
0.06466,70.0,2.24,0,0.4,6.345,20.1,19.6,5,358,14.8,92.1,4.97,3375
0.05561,70.0,2.24,0,0.4,7.041,10.0,19.6,5,358,14.8,92.9,4.74,4350
0.04417,70.0,2.24,0,0.4,6.871,47.4,19.6,5,358,14.8,97.7,6.07,3720
0.03537,34.0,6.09,0,0.433,6.59,40.4,13.7,7,329,16.1,98.9,9.5,3300
0.09266,34.0,6.09,0,0.433,6.495,18.4,13.7,7,329,16.1,95.9,8.67,3960
0.1,34.0,6.09,0,0.433,6.982,17.7,13.7,7,329,16.1,97.6,4.86,4965
0.05515,33.0,2.18,0,0.472,7.236,41.1,10.1,7,222,18.4,98.4,6.93,5415
0.05479,33.0,2.18,0,0.472,6.616,58.1,8.4,7,222,18.4,98.3,8.93,4260
0.07503,33.0,2.18,0,0.472,7.42,71.9,7.7,7,222,18.4,99.2,6.47,5010
0.04932,33.0,2.18,0,0.472,6.849,70.3,8.0,7,222,18.4,99.2,7.53,4230
0.49298,0.0,9.9,0,0.544,6.635,82.5,8.3,4,304,18.4,99.2,4.54,3420
0.3494,0.0,9.9,0,0.544,5.972,76.7,7.8,4,304,18.4,99.1,9.97,3045
2.63548,0.0,9.9,0,0.544,4.973,37.8,6.3,4,304,18.4,87.6,12.64,2415
0.79041,0.0,9.9,0,0.544,6.122,52.8,6.6,4,304,18.4,99.2,5.98,3315
0.26169,0.0,9.9,0,0.544,6.023,90.4,7.1,4,304,18.4,99.1,11.72,2910
0.26938,0.0,9.9,0,0.544,6.266,82.8,8.2,4,304,18.4,98.3,7.9,3240
0.3692,0.0,9.9,0,0.544,6.567,87.3,9.0,4,304,18.4,98.9,9.28,3570
0.25356,0.0,9.9,0,0.544,5.705,77.7,9.9,4,304,18.4,99.1,11.5,2430
0.31827,0.0,9.9,0,0.544,5.914,83.2,10.0,4,304,18.4,97.7,18.33,2670
0.24522,0.0,9.9,0,0.544,5.782,71.7,10.1,4,304,18.4,99.2,15.94,2970
0.40202,0.0,9.9,0,0.544,6.382,67.2,8.8,4,304,18.4,98.8,10.36,3465
0.47547,0.0,9.9,0,0.544,6.113,58.8,10.0,4,304,18.4,99.1,12.73,3150
0.1676,0.0,7.38,0,0.493,6.426,52.3,11.4,5,287,19.6,99.2,7.2,3570
0.18159,0.0,7.38,0,0.493,6.376,54.3,11.4,5,287,19.6,99.2,6.87,3465
0.35114,0.0,7.38,0,0.493,6.041,49.9,11.8,5,287,19.6,99.2,7.7,3060
0.28392,0.0,7.38,0,0.493,5.708,74.3,11.8,5,287,19.6,97.8,11.74,2775
0.34109,0.0,7.38,0,0.493,6.415,40.1,11.8,5,287,19.6,99.2,6.12,3750
0.19186,0.0,7.38,0,0.493,6.431,14.7,13.5,5,287,19.6,98.4,5.08,3690
0.30347,0.0,7.38,0,0.493,6.312,28.9,13.5,5,287,19.6,99.2,6.15,3450
0.24103,0.0,7.38,0,0.493,6.083,43.7,13.5,5,287,19.6,99.2,12.79,3330
0.06617,0.0,3.24,0,0.46,5.868,25.8,13.0,4,430,16.9,95.6,9.97,2895
0.06724,0.0,3.24,0,0.46,6.333,17.2,13.0,4,430,16.9,93.8,7.34,3390
0.04544,0.0,3.24,0,0.46,6.144,32.2,14.7,4,430,16.9,92.1,9.09,2970
0.05023,35.0,6.06,0,0.4379,5.706,28.4,16.6,1,304,16.9,98.5,12.43,2565
0.03466,35.0,6.06,0,0.4379,6.031,23.3,16.6,1,304,16.9,90.6,7.83,2910
0.05083,0.0,5.19,0,0.515,6.316,38.1,16.1,5,224,20.2,97.4,5.68,3330
0.03738,0.0,5.19,0,0.515,6.31,38.5,16.1,5,224,20.2,97.4,6.75,3105
0.03961,0.0,5.19,0,0.515,6.037,34.5,15.0,5,224,20.2,99.2,8.01,3165
0.03427,0.0,5.19,0,0.515,5.869,46.3,13.1,5,224,20.2,99.2,9.8,2925
0.03041,0.0,5.19,0,0.515,5.895,59.6,14.0,5,224,20.2,98.7,10.56,2775
0.03306,0.0,5.19,0,0.515,6.059,37.3,12.0,5,224,20.2,99.0,8.51,3090
0.05497,0.0,5.19,0,0.515,5.985,45.4,12.0,5,224,20.2,99.2,9.74,2850
0.06151,0.0,5.19,0,0.515,5.968,58.5,12.0,5,224,20.2,99.2,9.29,2805
0.01301,35.0,1.52,0,0.442,7.241,49.3,17.6,1,284,15.5,98.7,5.49,4905
0.02498,0.0,1.89,0,0.518,6.54,59.7,15.7,1,422,15.9,97.5,8.65,2475
0.02543,55.0,3.78,0,0.484,6.696,56.4,14.3,5,370,17.6,99.2,7.18,3585
0.03049,55.0,3.78,0,0.484,6.874,28.1,16.2,5,370,17.6,97.0,4.61,4680
0.03113,0.0,4.39,0,0.442,6.014,48.5,20.0,3,352,18.8,96.4,10.53,2625
0.06162,0.0,4.39,0,0.442,5.898,52.3,20.0,3,352,18.8,91.2,12.67,2580
0.0187,85.0,4.15,0,0.429,6.516,27.7,21.3,4,351,17.9,98.1,6.36,3465
0.01501,80.0,2.01,0,0.435,6.635,29.7,20.9,4,280,17.0,97.7,5.99,3675
0.02899,40.0,1.25,0,0.429,6.939,34.5,22.0,1,335,19.7,97.5,5.89,3990
0.06211,40.0,1.25,0,0.429,6.49,44.4,22.0,1,335,19.7,99.2,5.98,3435
0.0795,60.0,1.69,0,0.411,6.579,35.9,26.8,4,411,18.3,92.7,5.49,3615
0.07244,60.0,1.69,0,0.411,5.884,18.5,26.8,4,411,18.3,98.1,7.79,2790
0.01709,90.0,2.02,0,0.41,6.728,36.1,30.3,5,187,17.0,96.1,4.5,4515
0.04301,80.0,1.91,0,0.413,5.663,21.9,26.5,4,334,22.0,95.7,8.05,2730
0.10659,80.0,1.91,0,0.413,5.936,19.5,26.5,4,334,22.0,94.0,5.57,3090
8.98296,0.0,18.1,1,0.77,6.212,97.4,5.3,24,666,20.2,94.4,17.6,2670
3.8497,0.0,18.1,1,0.77,6.395,91.0,6.3,24,666,20.2,97.8,13.27,3255
5.20177,0.0,18.1,1,0.77,6.127,83.4,6.8,24,666,20.2,98.9,11.48,3405
4.26131,0.0,18.1,0,0.77,6.112,81.3,6.3,24,666,20.2,97.7,12.67,3390
4.54192,0.0,18.1,0,0.77,6.398,88.0,6.3,24,666,20.2,93.6,7.79,3750
3.83684,0.0,18.1,0,0.77,6.251,91.1,5.7,24,666,20.2,87.7,14.19,2985
3.67822,0.0,18.1,0,0.77,5.362,96.2,5.3,24,666,20.2,95.2,10.19,3120
4.22239,0.0,18.1,1,0.77,5.803,89.0,4.8,24,666,20.2,88.3,14.64,2520
3.47428,0.0,18.1,1,0.718,8.78,82.9,4.8,24,666,20.2,88.6,5.29,3285
4.55587,0.0,18.1,0,0.718,3.561,87.9,4.0,24,666,20.2,88.7,7.12,4125
3.69695,0.0,18.1,0,0.718,4.963,91.4,4.4,24,666,20.2,79.0,14.0,3285
13.5222,0.0,18.1,0,0.631,3.863,100.0,3.8,24,666,20.2,32.9,13.33,3465
4.89822,0.0,18.1,0,0.631,4.97,100.0,3.3,24,666,20.2,93.9,3.26,7500
5.66998,0.0,18.1,1,0.631,6.683,96.8,3.4,24,666,20.2,93.8,3.73,7500
6.53876,0.0,18.1,1,0.631,7.016,97.5,3.0,24,666,20.2,98.0,2.96,7500
9.2323,0.0,18.1,0,0.631,6.216,100.0,2.9,24,666,20.2,91.5,9.53,7500
8.26725,0.0,18.1,1,0.668,5.875,89.6,2.8,24,666,20.2,87.0,8.88,7500
11.1081,0.0,18.1,0,0.668,4.906,100.0,2.9,24,666,20.2,99.2,34.77,2070
18.4982,0.0,18.1,0,0.668,4.138,100.0,2.8,24,666,20.2,99.2,37.97,2070
19.6091,0.0,18.1,0,0.671,7.313,97.9,3.3,24,666,20.2,99.2,13.44,2250
15.288,0.0,18.1,0,0.671,6.649,93.3,3.4,24,666,20.2,90.8,23.24,2085
9.82349,0.0,18.1,0,0.671,6.794,98.8,3.4,24,666,20.2,99.2,21.24,1995
23.6482,0.0,18.1,0,0.671,6.38,96.2,3.5,24,666,20.2,99.2,23.69,1965
17.8667,0.0,18.1,0,0.671,6.223,100.0,3.5,24,666,20.2,98.4,21.78,1530
88.9762,0.0,18.1,0,0.671,6.968,91.9,3.5,24,666,20.2,99.2,17.21,1560
15.8744,0.0,18.1,0,0.671,6.545,99.1,3.8,24,666,20.2,99.2,21.08,1635
9.18702,0.0,18.1,0,0.7,5.536,100.0,4.0,24,666,20.2,99.2,23.6,1695
7.99248,0.0,18.1,0,0.7,5.52,100.0,3.8,24,666,20.2,99.2,24.56,1845
20.0849,0.0,18.1,0,0.7,4.368,91.2,3.6,24,666,20.2,71.5,30.63,1320
16.8118,0.0,18.1,0,0.7,5.277,98.1,3.6,24,666,20.2,99.2,30.81,1080
24.3938,0.0,18.1,0,0.7,4.652,100.0,3.7,24,666,20.2,99.2,28.28,1575
22.5971,0.0,18.1,0,0.7,5.0,89.5,3.8,24,666,20.2,99.2,31.99,1110
14.3337,0.0,18.1,0,0.7,4.88,100.0,4.0,24,666,20.2,93.2,30.62,1530
8.15174,0.0,18.1,0,0.7,5.39,98.9,4.3,24,666,20.2,99.2,20.85,1725
6.96215,0.0,18.1,0,0.7,5.713,97.0,4.8,24,666,20.2,98.6,17.11,2265
5.29305,0.0,18.1,0,0.7,6.051,82.5,5.4,24,666,20.2,94.6,18.76,3480
11.5779,0.0,18.1,0,0.7,5.036,97.0,4.4,24,666,20.2,99.2,25.68,1455
8.64476,0.0,18.1,0,0.693,6.193,92.6,4.5,24,666,20.2,99.2,15.17,2070
13.3598,0.0,18.1,0,0.693,5.887,94.7,4.5,24,666,20.2,99.2,16.35,1905
8.71675,0.0,18.1,0,0.693,6.471,98.8,4.3,24,666,20.2,98.0,17.12,1965
5.87205,0.0,18.1,0,0.693,6.405,96.0,4.2,24,666,20.2,99.2,19.37,1875
7.67202,0.0,18.1,0,0.693,5.747,98.9,4.1,24,666,20.2,98.3,19.92,1275
38.3518,0.0,18.1,0,0.693,5.453,100.0,3.7,24,666,20.2,99.2,30.59,750
9.91655,0.0,18.1,0,0.693,5.852,77.8,3.8,24,666,20.2,84.5,29.97,945
25.0461,0.0,18.1,0,0.693,5.987,100.0,4.0,24,666,20.2,99.2,26.77,840
14.2362,0.0,18.1,0,0.693,6.343,100.0,3.9,24,666,20.2,99.2,20.32,1080
9.59571,0.0,18.1,0,0.693,6.404,100.0,4.1,24,666,20.2,94.0,20.31,1815
24.8017,0.0,18.1,0,0.693,5.349,96.0,4.3,24,666,20.2,99.2,19.77,1245
41.5292,0.0,18.1,0,0.693,5.531,85.4,4.0,24,666,20.2,82.4,27.38,1275
67.9208,0.0,18.1,0,0.693,5.683,100.0,3.6,24,666,20.2,96.2,22.98,750
20.7162,0.0,18.1,0,0.659,4.138,100.0,2.9,24,666,20.2,92.6,23.34,1785
11.9511,0.0,18.1,0,0.659,5.608,100.0,3.2,24,666,20.2,83.0,12.13,4185
7.40389,0.0,18.1,0,0.597,5.617,97.9,3.6,24,666,20.2,78.7,26.4,2580
14.4383,0.0,18.1,0,0.597,6.852,100.0,3.7,24,666,20.2,44.8,19.78,4125
51.1358,0.0,18.1,0,0.597,5.757,100.0,3.5,24,666,20.2,0.6,10.11,2250
14.0507,0.0,18.1,0,0.597,6.657,100.0,3.8,24,666,20.2,8.8,21.22,2580
18.811,0.0,18.1,0,0.597,4.628,100.0,3.9,24,666,20.2,7.2,34.37,2685
28.6558,0.0,18.1,0,0.597,5.155,100.0,4.0,24,666,20.2,52.7,20.08,2445
45.7461,0.0,18.1,0,0.693,4.519,100.0,4.1,24,666,20.2,22.1,36.98,1050
18.0846,0.0,18.1,0,0.679,6.434,100.0,4.6,24,666,20.2,6.8,29.05,1080
10.8342,0.0,18.1,0,0.679,6.782,90.8,4.5,24,666,20.2,5.4,25.79,1125
25.9406,0.0,18.1,0,0.679,5.304,89.1,4.1,24,666,20.2,31.8,26.64,1560
73.5341,0.0,18.1,0,0.679,5.957,100.0,4.5,24,666,20.2,4.1,20.62,1320
11.8123,0.0,18.1,0,0.718,6.824,76.5,4.5,24,666,20.2,12.1,22.74,1260
11.0874,0.0,18.1,0,0.718,6.411,100.0,4.6,24,666,20.2,79.7,15.02,2505
7.02259,0.0,18.1,0,0.718,6.006,95.3,4.7,24,666,20.2,80.0,15.7,2130
12.0482,0.0,18.1,0,0.614,5.648,87.6,4.9,24,666,20.2,72.9,14.1,3120
7.05042,0.0,18.1,0,0.614,6.103,85.1,5.1,24,666,20.2,0.6,23.29,2010
8.79212,0.0,18.1,0,0.584,5.565,70.6,5.2,24,666,20.2,0.9,17.16,1755
15.8603,0.0,18.1,0,0.679,5.896,95.4,4.8,24,666,20.2,1.9,24.39,1245
12.2472,0.0,18.1,0,0.584,5.837,59.7,5.0,24,666,20.2,6.2,15.69,1530
37.6619,0.0,18.1,0,0.679,6.202,78.7,4.7,24,666,20.2,4.7,14.52,1635
7.36711,0.0,18.1,0,0.679,6.193,78.1,4.8,24,666,20.2,24.2,21.52,1650
9.33889,0.0,18.1,0,0.679,6.38,95.6,4.9,24,666,20.2,15.2,24.08,1425
8.49213,0.0,18.1,0,0.584,6.348,86.1,5.1,24,666,20.2,20.9,17.64,2175
10.0623,0.0,18.1,0,0.584,6.833,94.3,5.2,24,666,20.2,20.3,19.69,2115
6.44405,0.0,18.1,0,0.584,6.425,74.8,5.5,24,666,20.2,24.5,12.03,2415
5.58107,0.0,18.1,0,0.713,6.436,87.9,5.8,24,666,20.2,25.0,16.22,2145
13.9134,0.0,18.1,0,0.713,6.208,95.0,5.6,24,666,20.2,25.2,15.17,1755
11.1604,0.0,18.1,0,0.74,6.629,94.6,5.3,24,666,20.2,27.5,23.27,2010
14.4208,0.0,18.1,0,0.74,6.461,93.3,5.0,24,666,20.2,6.9,18.05,1440
15.1772,0.0,18.1,0,0.74,6.152,100.0,4.8,24,666,20.2,2.3,26.45,1305
13.6781,0.0,18.1,0,0.74,5.935,87.9,4.6,24,666,20.2,17.2,34.02,1260
9.39063,0.0,18.1,0,0.74,5.627,93.9,4.5,24,666,20.2,99.2,22.88,1920
22.0511,0.0,18.1,0,0.74,5.818,92.4,4.7,24,666,20.2,97.9,22.11,1575
9.72418,0.0,18.1,0,0.74,6.406,97.2,5.2,24,666,20.2,96.5,19.52,2565
5.66637,0.0,18.1,0,0.74,6.219,100.0,5.0,24,666,20.2,98.9,16.59,2760
9.96654,0.0,18.1,0,0.74,6.485,100.0,4.9,24,666,20.2,96.7,18.85,2310
12.8023,0.0,18.1,0,0.74,5.854,96.6,4.7,24,666,20.2,60.1,23.79,1620
10.6718,0.0,18.1,0,0.74,6.459,94.8,5.0,24,666,20.2,10.8,23.98,1770
6.28807,0.0,18.1,0,0.74,6.341,96.4,5.2,24,666,20.2,79.5,17.79,2235
9.92485,0.0,18.1,0,0.74,6.251,96.6,5.5,24,666,20.2,97.1,16.44,1890
9.32909,0.0,18.1,0,0.713,6.185,98.7,5.7,24,666,20.2,99.2,18.13,2115
7.52601,0.0,18.1,0,0.713,6.417,98.3,5.5,24,666,20.2,76.1,19.31,1950
6.71772,0.0,18.1,0,0.713,6.749,92.6,5.8,24,666,20.2,0.1,17.44,2010
5.44114,0.0,18.1,0,0.713,6.655,98.2,5.9,24,666,20.2,88.8,17.73,2280
5.09017,0.0,18.1,0,0.713,6.297,91.8,5.9,24,666,20.2,96.3,17.27,2415
8.24809,0.0,18.1,0,0.713,7.393,99.3,6.1,24,666,20.2,94.0,16.74,2670
9.51363,0.0,18.1,0,0.713,6.728,94.1,6.2,24,666,20.2,1.7,18.71,2235
4.75237,0.0,18.1,0,0.713,6.525,86.5,6.1,24,666,20.2,12.7,18.13,2115
4.66883,0.0,18.1,0,0.713,5.976,87.9,6.5,24,666,20.2,2.6,19.01,1905
8.20058,0.0,18.1,0,0.713,5.936,80.3,6.9,24,666,20.2,0.9,16.94,2025
7.75223,0.0,18.1,0,0.713,6.301,83.7,7.0,24,666,20.2,68.1,16.23,2235
6.80117,0.0,18.1,0,0.713,6.081,84.4,6.8,24,666,20.2,99.2,14.7,3000
4.81213,0.0,18.1,0,0.713,6.701,90.0,6.5,24,666,20.2,63.8,16.42,2460
3.69311,0.0,18.1,0,0.713,6.376,88.4,6.4,24,666,20.2,97.9,14.65,2655
6.65492,0.0,18.1,0,0.713,6.317,83.0,6.8,24,666,20.2,99.2,13.99,2925
5.82115,0.0,18.1,0,0.713,6.513,89.9,7.0,24,666,20.2,98.5,10.29,3030
7.83932,0.0,18.1,0,0.655,6.209,65.4,7.4,24,666,20.2,99.2,13.22,3210
3.1636,0.0,18.1,0,0.655,5.759,48.2,7.7,24,666,20.2,83.6,14.13,2985
3.77498,0.0,18.1,0,0.655,5.952,84.7,7.2,24,666,20.2,5.5,17.15,2850
4.42228,0.0,18.1,0,0.584,6.003,94.5,6.4,24,666,20.2,82.8,21.32,2865
15.5757,0.0,18.1,0,0.58,5.926,71.0,7.3,24,666,20.2,92.2,18.13,2865
13.0751,0.0,18.1,0,0.58,5.713,56.7,7.1,24,666,20.2,99.2,14.76,3015
4.34879,0.0,18.1,0,0.58,6.167,84.0,7.6,24,666,20.2,99.2,16.29,2985
4.03841,0.0,18.1,0,0.532,6.229,90.7,7.7,24,666,20.2,98.8,12.87,2940
3.56868,0.0,18.1,0,0.58,6.437,75.0,7.2,24,666,20.2,98.3,14.36,3480
4.64689,0.0,18.1,0,0.614,6.98,67.6,6.3,24,666,20.2,93.7,11.66,4470
8.05579,0.0,18.1,0,0.584,5.427,95.4,6.1,24,666,20.2,88.1,18.14,2070
6.39312,0.0,18.1,0,0.584,6.162,97.4,5.5,24,666,20.2,75.7,24.1,1995
4.87141,0.0,18.1,0,0.614,6.484,93.6,5.8,24,666,20.2,99.1,18.68,2505
15.0234,0.0,18.1,0,0.614,5.304,97.3,5.3,24,666,20.2,87.4,24.91,1800
10.233,0.0,18.1,0,0.614,6.185,96.7,5.4,24,666,20.2,94.9,18.03,2190
14.3337,0.0,18.1,0,0.614,6.229,88.0,4.9,24,666,20.2,95.8,13.11,3210
5.82401,0.0,18.1,0,0.532,6.242,64.7,8.6,24,666,20.2,99.2,10.74,3450
5.70818,0.0,18.1,0,0.532,6.75,74.9,8.3,24,666,20.2,98.3,7.74,3555
5.73116,0.0,18.1,0,0.532,7.061,77.0,8.5,24,666,20.2,98.8,7.01,3750
2.81838,0.0,18.1,0,0.532,5.762,40.3,10.2,24,666,20.2,98.2,10.42,3270
2.37857,0.0,18.1,0,0.583,5.871,41.9,9.3,24,666,20.2,92.7,13.34,3090
3.67367,0.0,18.1,0,0.583,6.312,51.9,10.0,24,666,20.2,97.2,10.58,3180
5.69175,0.0,18.1,0,0.583,6.114,79.8,8.9,24,666,20.2,98.2,14.98,2865
4.83567,0.0,18.1,0,0.583,5.905,53.2,7.9,24,666,20.2,97.1,11.45,3090
0.15086,0.0,27.74,0,0.609,5.454,92.7,4.6,4,711,20.1,98.8,18.06,2280
0.18337,0.0,27.74,0,0.609,5.414,98.3,4.4,4,711,20.1,86.0,23.97,1050
0.20746,0.0,27.74,0,0.609,5.093,98.0,4.6,4,711,20.1,79.6,29.68,1215
0.10574,0.0,27.74,0,0.609,5.983,98.8,4.7,4,711,20.1,97.5,18.07,2040
0.11132,0.0,27.74,0,0.609,5.983,83.5,5.3,4,711,20.1,99.2,13.35,3015
0.17331,0.0,9.69,0,0.585,5.707,54.0,6.0,6,391,19.2,99.2,12.01,3270
0.27957,0.0,9.69,0,0.585,5.926,42.6,6.0,6,391,19.2,99.2,13.59,3675
0.17899,0.0,9.69,0,0.585,5.67,28.8,7.0,6,391,19.2,98.3,17.6,3465
0.2896,0.0,9.69,0,0.585,5.39,72.9,7.0,6,391,19.2,99.2,21.14,2955
0.26838,0.0,9.69,0,0.585,5.794,70.6,7.2,6,391,19.2,99.2,14.1,2745
0.23912,0.0,9.69,0,0.585,6.019,65.3,6.0,6,391,19.2,99.2,12.92,3180
0.17783,0.0,9.69,0,0.585,5.569,73.5,6.0,6,391,19.2,98.9,15.1,2625
0.22438,0.0,9.69,0,0.585,6.027,79.7,6.2,6,391,19.2,99.2,14.33,2520
0.06263,0.0,11.93,0,0.573,6.593,69.1,6.2,1,273,21.0,98.0,9.67,3360
0.04527,0.0,11.93,0,0.573,6.12,76.7,5.7,1,273,21.0,99.2,9.08,3090
0.06076,0.0,11.93,0,0.573,6.976,91.0,5.4,1,273,21.0,99.2,5.64,3585
0.10959,0.0,11.93,0,0.573,6.794,89.3,6.0,1,273,21.0,98.4,6.48,3300
0.04741,0.0,11.93,0,0.573,6.03,80.8,6.3,1,273,21.0,99.2,7.88,1785
